date,year,month,week,weekday,year_month,StepCount,DistanceWalkingRunning,DistanceCycling,ActiveEnergyBurned,BasalEnergyBurned,AppleExerciseTime,AppleStandTime,AppleStandHour,FlightsClimbed,RestingHeartRate,HeartRateVariabilitySDNN,HeartRate,WalkingHeartRateAverage,HRFitnessIndex,WalkingSpeed,WalkingStepLength,WalkingAsymmetryPercentage,WalkingDoubleSupportPercentage,SixMinuteWalkTestDistance,AppleWalkingSteadiness,MobilityIndex,StabilityIndex,TimeInDaylight,HeadphoneAudioExposure,EnergyBalance
2022-01-11,2022,1,2,Tuesday,2022-01,7415.750902738031,6.545374627252995,0.0,441.4301830184471,1818.5094895036113,33.48603439765972,129.638996421187,2.1606499403531165,5,81.84411102887921,40.04660481031915,80.92571832898808,112.04240105558948,48.930343682502034,3.9539303188522457,65.63259086370091,0.04367055090205117,0.26042286085261834,,0.6262671937435808,44.69634815878828,0.128638440312013,,107.0617869346021,0.9039758690088234
2022-01-12,2022,1,2,Wednesday,2022-01,7444.993912545975,4.902579566863124,0.0,484.86092615891863,1531.3284656996705,28.660130318391023,159.73577892957718,2.6622629821596195,8,71.11025270082501,62.89887046209128,92.62038524730903,89.26439650941171,88.45260433361044,3.5087071244991157,67.75687456475288,0.05744941815225271,0.13816774233896423,337.0564721814874,,46.505389939866205,0.11132890491981028,,74.26065989834353,0.8064757567434356
2022-01-13,2022,1,2,Thursday,2022-01,8894.133542869307,6.491537873599642,0.0,436.9752919500255,1762.3884992811152,19.686532154826658,57.65332989793565,0.9608888316322608,6,71.31950439830543,54.62723495974628,100.5598900295205,97.6004932418953,76.59508492188041,3.7427969600220012,82.5341626564065,0.057014329027936905,0.37555662738450046,,,43.39131769830145,0.19153055659930093,,75.42856629961754,0.8797455164924562
2022-01-14,2022,1,2,Friday,2022-01,4617.282536692735,5.607857383220974,0.0,219.0032577273102,1638.31681897589,0.0,221.25288331420762,3.687548055236794,8,66.35321976732386,37.60621175151891,90.69826694939597,83.18460476517429,56.67579038875574,3.064244702833421,85.49038221416885,0.050672362002206595,0.24900342191713776,,,48.49687870906826,0.16415906924622026,,70.06421998819745,0.7429280306812801
2022-01-15,2022,1,2,Saturday,2022-01,5027.509866985834,3.8313254928253206,0.0,330.21425875835155,1649.909581613775,18.470950671289305,134.70685706235707,2.245114284372618,13,60.798814139038726,73.78415046620515,67.41183962330386,64.3274931393784,121.35787763470304,4.243844223201757,59.88627087370622,0.03467984217571357,0.23437164709893366,,,41.500196881544554,0.19930622471385945,,,0.7920495361488505
2022-01-16,2022,1,2,Sunday,2022-01,7386.131531750429,6.126338098580066,0.0,467.2576325533832,1430.772916835667,23.869843384917385,163.60764278410824,2.726794046401804,4,71.08542939257097,44.14568165569974,105.14652362961341,106.06847507835481,62.1022930197188,3.7808555139592217,50.0,0.0366435531674618,0.22388200370729425,,,49.35640220962322,0.1602274949548269,,,0.7592122197556201
2022-01-17,2022,1,3,Monday,2022-01,6518.254074399363,6.084670990208245,0.0,422.42911737947486,1582.9614234611804,22.462055735249628,82.31103601466145,1.3718506002443576,1,52.94695315513962,65.98982153317964,95.18361358645917,62.923063338244454,124.63384123317385,4.023850784438805,69.76396240577579,0.050480659523886584,0.26881835185995545,,,52.71680336273554,0.09195565493075133,,71.08855575040872,0.8021562163362621
2022-01-18,2022,1,3,Tuesday,2022-01,9205.459530951766,7.860049512734019,0.0,497.57309831908174,1518.7176409663434,34.53632355747058,197.182928219732,3.2863821369955333,4,61.65330146638689,,95.72314547075699,87.72516611421105,61.023924750111824,3.6825803162375847,66.49001967921014,0.05860099912430875,0.2693291294585465,,,47.960195382446045,0.24371229417244025,,104.59570573312035,0.80651629571417
2022-01-19,2022,1,3,Wednesday,2022-01,6793.794298270157,5.585454343759702,0.0,389.81416385438075,1682.805881489331,16.56012462578392,104.57685547121612,1.7429475911869354,2,50.826614074453225,30.605062010264408,85.67060401831029,79.15663536894363,60.21463866436719,3.9124420188643922,73.48833487346865,0.053192682350501175,0.29753139365632564,388.32051338610006,,55.02832457967633,0.1598342234027722,,85.02528054260377,0.8290480181374847
2022-01-20,2022,1,3,Thursday,2022-01,5817.931920714146,5.019306539037543,0.0,310.5864208104351,1707.1080500402804,10.828997937342704,136.6531508096119,2.2775525134935317,7,59.365543502027286,36.23291334530275,70.97715653269913,87.63117366065784,61.03357470999221,3.063473720161386,67.27908719772253,0.044208794531142376,0.20369689178254935,,0.6857725346079727,38.464562429786255,0.27348430895245257,,82.95175094328056,0.8070777883402862
2022-01-21,2022,1,3,Friday,2022-01,11606.343337031334,11.688490254863343,0.0,573.9550161921634,1392.5513648983688,37.31265957010374,64.01363536877344,1.0668939228128906,4,70.13088128309369,20.0,106.26989312360567,92.30009054711118,28.518107336006572,3.254294791655219,65.46883151620575,0.008470601314161295,0.23437525609293694,,,42.76602645139552,0.17189606432356264,,,0.7866025524362129
2022-01-22,2022,1,3,Saturday,2022-01,8255.799643379672,6.547020917670153,0.0,405.95989879965896,1597.796513599573,24.012612437546355,60.18410241587239,1.0030683735978732,5,69.03739358510617,66.602196479976,91.22377317502104,96.74950833790591,96.47264043633372,4.173240297778015,74.03125276701778,0.011825153334294219,0.3515272861612101,,,49.21602825763563,0.20982547755644732,,,0.8015025649596927
2022-01-23,2022,1,3,Sunday,2022-01,8874.505495157195,7.300703442840724,0.0,575.4400015237386,1712.1861504794251,40.49772182992549,161.29231838717297,2.688205306452883,8,65.40128216702351,49.444688105352405,93.07461509485358,95.11095286487513,75.60201645447755,4.279870973641982,75.15024470731073,0.015070393487254455,0.26122953166249957,,,54.96297771525644,0.24774091024081446,,,0.9150504608012656
2022-01-24,2022,1,4,Monday,2022-01,5921.8304400603,5.788118748055853,7.6659419203070485,406.1802736195348,1581.3321037686555,19.517458705679335,93.38359018755685,1.556393169792614,6,66.35690658263307,37.57510652420315,91.83838422500371,98.70655474015292,56.62576581596904,2.9264672001404617,53.907519529752015,0.12607541380986395,0.2413737813336627,380.2700266630443,,45.724873930932915,0.03506246869865101,,72.3093368751795,0.7950049509552761
2022-01-25,2022,1,4,Tuesday,2022-01,7714.2105293615805,7.276894356447248,6.747974504950287,402.3939007531498,1672.9063645002364,20.557635382797567,68.77061474973738,1.146176912495623,5,49.906507714620574,59.57298644249092,68.0842011330144,92.2409211084632,119.36917482414515,3.624868033931906,58.46715050288333,0.07122995379016378,0.20291911172081492,,,58.84117008337162,0.23297696501289344,,,0.8301201061013544
2022-01-26,2022,1,4,Wednesday,2022-01,9056.232384644365,8.432016213275872,0.0,441.11770916989957,1635.1165467627084,22.252875859372516,81.40899947837818,1.3568166579729697,2,62.012652440364185,50.88701414161957,69.11261531352964,89.35459395534623,82.05908333070604,3.2845280997573862,64.15525632569057,0.04024493929371063,0.2752967152910376,,0.8663910327566857,42.39371101391747,0.17645919245334288,,70.14179142797322,0.8304937023730432
2022-01-27,2022,1,4,Thursday,2022-01,6563.564030256256,5.889581446234189,0.0,392.25971057700826,1634.1660231952626,11.837909023103602,161.93718430304529,2.6989530717174213,6,,56.43830202571637,78.3100139075364,85.18255231102411,94.78727871713623,3.151484265317569,65.78750099139667,0.014521420579160157,0.3015509108521222,,0.8585984179750519,38.78247683368459,0.34563138312276726,,,0.8105702935089083
2022-01-28,2022,1,4,Friday,2022-01,9647.854720172165,6.575278863407249,0.0,477.46054550407746,1572.8685021931703,29.03405883739839,82.25772832778334,1.370962138796389,5,59.7201252156097,62.23525140355784,94.52154947785203,75.65283556210876,104.2115219599217,3.6424198476777248,63.19213437318201,0.005876801490726543,0.2937293822904904,,,57.157544153053934,0.3257407978745164,,75.53835632819569,0.8201316190788992
2022-01-29,2022,1,4,Saturday,2022-01,7725.823161968092,7.81409006187557,0.0,487.61638363554044,1478.341919586429,38.222597167719385,112.94070410387016,1.882345068397836,6,69.78895778963332,42.20630957493319,83.16682070993967,99.14842102862669,60.477059568874445,4.070481466182704,68.47365742289509,0.11451268489685569,0.23705995681955416,,,43.19811441125161,0.06028936919799369,,70.12166406289556,0.7863833212887877
2022-01-30,2022,1,4,Sunday,2022-01,8374.080180645024,5.552918751497331,0.0,460.54321390655304,1487.8469852574972,21.63572568719999,120.90166501722582,2.0150277502870972,3,58.10799618247807,42.147608847751094,91.50820512160027,89.78182721388376,72.53323400688926,3.725831236642097,72.9688383145368,0.11159049791812903,0.2680626141681768,,,52.044469740205706,0.0,,76.19833255128675,0.7793560796656201
2022-01-31,2022,1,5,Monday,2022-01,7784.137875861161,6.5299457659279625,0.0,396.94254933040844,1670.9352514455318,,4.959066839382061,0.08265111398970101,6,60.15433402089852,58.20058513326992,91.2103940801636,83.23130217808225,96.75210619578992,3.3402437750404825,78.78167768576583,0.005865784501850736,0.3335829718324306,,,41.80786866509257,0.3639559575426305,,77.39802298599813,0.8271511203103761
2022-02-01,2022,2,5,Tuesday,2022-02,12721.898256722085,9.423242755358311,0.0,676.1789819594517,1601.9458255518882,43.26425933772646,31.732415677588918,0.528873594626482,6,48.294952883638935,63.875851337025196,63.810891928341476,78.7410779254793,132.26196014918293,3.75743058996758,69.6313041901832,0.07978085953025328,0.30354411460857345,,,38.44056119559947,0.04780453420812836,,,0.911249923004536
2022-02-02,2022,2,5,Wednesday,2022-02,9019.836765255233,7.1517310656111945,0.0,473.0605195336681,1586.1487755392775,30.929010846982425,140.17667335485376,2.3362778892475626,4,62.63824743370297,49.68823436436196,103.47024898799663,84.71308549820955,79.32570977014092,3.3200119132095494,58.181330572375124,0.029587782784686708,0.21079186289033403,,,44.72614059698159,0.23869639641489868,,,0.8236837180291783
2022-02-03,2022,2,5,Thursday,2022-02,6960.588485164799,5.89723319843532,0.0,447.25963835338877,1557.6109957677647,26.96839110632108,75.77823833083818,1.262970638847303,7,56.28825852240063,73.63141262560741,70.95505845454005,87.99818504328988,130.81131759708796,3.706057150365301,63.820990198417455,0.019575664410218224,0.1226997467689265,,,53.0277855642123,0.2554546268859556,,,0.8019482536484613
2022-02-04,2022,2,5,Friday,2022-02,10749.960450541617,8.921325575883568,0.0,492.0874881440105,1569.4811154519248,28.416060352318766,183.40349467682512,3.0567249112804187,4,65.62430836102399,,108.26751130021347,99.75033150132143,65.23440118463367,4.198232850227867,64.39718206992355,0.06718177368810968,0.26483862535421177,,,44.88230880877397,0.14492693836205237,,,0.8246274414383741
2022-02-05,2022,2,5,Saturday,2022-02,6691.716212640191,5.775293724347438,0.05221490347374638,418.9072677664319,1704.691179448814,17.300631468448366,178.00842625503265,2.966807104250544,0,57.38154658496439,42.31064699116513,83.89345130807897,91.36782525226924,73.73563368236529,2.4614201703495864,69.11712191984927,0.04763860037365503,0.2899284063374217,,,45.18757449247209,0.1657908269541585,,80.73493559451903,0.8494393788860983
2022-02-06,2022,2,5,Sunday,2022-02,9579.327736917114,9.277173458592339,0.0,502.93533166467313,1566.4755918131973,30.755417124666934,163.15011998132624,2.7191686663554373,9,65.8264749506951,51.267676799718465,85.58848617389239,92.00491821210811,77.88306580007304,3.898626149270017,68.10534426747154,0.07571322973459742,0.19553877540633688,373.1022412487951,,53.30744855228234,0.06636587103463802,,70.26241545483333,0.8277643693911481
2022-02-07,2022,2,6,Monday,2022-02,5270.113126161976,4.66962480244356,0.0,263.6209291800516,1465.8935286698431,0.0,229.18630723875586,3.8197717873125976,1,63.83237692775989,41.33443296698507,70.51535622269509,78.43269541158938,64.75465109777112,2.730472539214766,81.40317320889207,0.0038618124242884642,0.2495605238938611,,,37.29391198847731,0.13058273141441523,,77.77327721854037,0.6918057831399579
2022-02-08,2022,2,6,Tuesday,2022-02,6560.581642433392,5.004308678656065,0.0,497.5812047960337,1674.3651775540172,30.475253313890835,115.01464033540901,1.9169106722568168,6,78.36592322543446,45.77220362873173,97.04201977340884,97.24679269901625,58.408300119248636,4.11416385527223,61.30789491796073,0.019179336242876825,0.23681504670634607,,0.7810213254095187,49.432012832799295,0.40202180079828154,,,0.8687785529400204
2022-02-09,2022,2,6,Wednesday,2022-02,9637.815968619982,8.674339943184343,0.0,553.6667021047268,1579.5123336135282,39.724292140912354,158.93291555423036,2.648881925903839,4,68.9670589121187,37.18638798554625,85.9106662097024,99.91863215096599,53.91905726026539,3.1814871950635695,68.07800427013443,0.019232917668831236,0.25521431611160994,,,53.792810086953665,0.2123618182366126,,70.71604361802875,0.8532716142873019
2022-02-10,2022,2,6,Thursday,2022-02,10747.797761771177,9.787708698341582,0.0,502.5741670458359,1603.1395865532777,24.0014210214152,84.93594140423814,1.415599023403969,5,50.27193811539199,50.86160811298515,51.3974923366284,99.76006117279425,101.17296054160407,2.891164311196758,83.83769118195274,0.020005455775504007,0.22276518564401437,,,47.7087846558025,0.24717787893724505,,75.33024991871255,0.8422855014396455
2022-02-11,2022,2,6,Friday,2022-02,9639.995684449905,6.484388732422932,0.0,434.08638351070437,1760.757830639951,15.746046966922119,267.1421947721234,4.452369912868723,6,,71.47357601515866,71.605425029701,76.46244865514518,130.26065906552648,3.8476346135443737,60.31834482477119,0.034905963310223796,0.3145255498813997,,,47.93071074484177,0.21676533498615833,,73.9528402125265,0.8779376856602621
2022-02-12,2022,2,6,Saturday,2022-02,9091.972671708076,7.870978207216319,0.0,490.1372608414199,1597.9439442649493,36.91091554261629,239.01801914616118,3.9836336524360196,8,65.43015722262359,43.22904782121142,73.37310952116731,94.98853400650499,66.06899579062029,3.6820850315712055,66.16118956936285,0.016634934486337252,0.25739844403163814,,,50.48690256412562,0.3762905647502003,,,0.8352324820425477
2022-02-13,2022,2,6,Sunday,2022-02,8746.679846487314,7.69851661950075,0.5037962578041653,466.73528036533924,1628.9183673118725,23.614729839010998,120.71282607106751,2.0118804345177916,4,57.54943559094099,43.236766764356545,86.33931212562271,76.98891001614696,75.1297841940305,3.000406548519171,57.440955991007876,0.02938385845272718,0.2060491556917625,420.7133449895696,,41.57571620024362,0.43455170524630965,,,0.8382614590708847
2022-02-14,2022,2,7,Monday,2022-02,6417.0615537124795,4.836085739609992,0.0,410.29529403953586,1482.1076508701674,26.709268633672693,143.19517379431153,2.386586229905192,5,,69.206787887065,84.59420713592304,60.260329557508996,153.79286197125558,2.873500121415803,65.65669519701945,0.022925701855672147,0.295873107679686,344.6287477199645,0.8623693210176192,49.93597899900414,0.2701333382475244,,73.83254225846761,0.7569611779638813
2022-02-15,2022,2,7,Tuesday,2022-02,7959.228237313877,7.74308940316272,0.0,448.3557169291208,1578.033054764904,24.06558336692292,201.55785596188835,3.359297599364806,10,75.78404174354665,31.597559625359736,77.38030659911804,94.02088310777303,41.69421278992475,3.406259256254359,58.75826281489887,0.06645716199142321,0.18679062020041476,,,52.59759660428249,0.15138540917146182,,,0.8105555086776098
2022-02-16,2022,2,7,Wednesday,2022-02,8502.035702643974,6.651572975082653,0.0,480.3731205446155,1660.9526045208602,27.227537969754913,111.17162971115359,1.8528604951858931,5,70.74918939551723,37.6959730007707,116.43380532102107,74.92446962849053,53.28113766793089,2.8979565249144015,73.37440722793077,0.04625406223279532,0.3142247188767566,,,45.09431220000228,0.0951461748184681,,74.01453125972068,0.8565302900261902
2022-02-17,2022,2,7,Thursday,2022-02,11561.532529029657,9.374802476695267,0.0,619.21126084048,1444.4626266158757,44.11318958153122,80.60255575201771,1.3433759292002951,7,69.15493827560542,51.18814206728724,87.22667275982847,107.68928890468293,74.01950365899465,2.969263513538186,66.17855087225117,0.05301230360888503,0.29955297121112817,,,45.9998483499794,0.04961654784095343,,77.57893596555422,0.8254695549825423
2022-02-18,2022,2,7,Friday,2022-02,10158.070625064895,7.953384675768046,0.0,533.1472790083791,1620.0845093115709,,172.43938506041295,2.8739897510068824,6,60.12826495130117,,65.50294417722345,62.82696242215503,98.65573505426529,3.557810395210717,57.51682192014165,0.01182308566143089,0.3194887647660393,,0.7568844933582636,42.795067601025224,0.0989563357127281,,,0.8612927153279799
2022-02-19,2022,2,7,Saturday,2022-02,5967.863864667643,4.789870139315582,0.0,326.5531409945322,1610.0791072644806,13.31779981693145,124.70635476502021,2.0784392460836703,4,68.40798951054519,58.00076915553815,99.77431121366794,90.76970720653887,84.78654258154634,3.017064182872452,71.72454158233337,0.019689340680457246,0.2420876813779192,,,38.325138779023106,0.18103682268673868,,111.93221884272435,0.7746528993036051
2022-02-20,2022,2,7,Sunday,2022-02,10164.779555746714,7.03554855770217,0.0,573.071529308024,1604.128745558744,35.39970585668193,130.9796669787156,2.18299444964526,3,59.35141877609596,42.85207228974718,72.65460160227023,72.57013982259541,72.20058622592866,3.7132696450132716,66.4373283109727,0.0010696323636276298,0.22519430101083115,,,46.683324505358705,0.0887752555414332,,87.42664824967045,0.8708801099467072
2022-02-21,2022,2,8,Monday,2022-02,8768.665092935244,5.574881191753901,0.0,545.0906809624717,1703.7158898658242,27.906600879222005,69.94371941592208,1.1657286569320346,5,66.6248857990018,52.647643830360295,85.39883565852939,82.78108364537975,79.02098922794563,4.245071797941739,72.62255021778763,0.005735465504965309,0.25420108804665464,,0.7873837871021161,50.7883504412528,0.39641206436408055,,,0.8995226283313182
2022-02-22,2022,2,8,Tuesday,2022-02,8206.747701529634,8.15990322444868,0.0,603.8052677714933,1633.443851484852,42.067937150781326,16.939671098196214,0.28232785163660357,4,57.62108761796571,46.528374195575346,71.55691395478453,96.3863142153524,80.74886490179377,3.425722292549709,55.81869897641801,0.015397928375522158,0.24577816068222344,,,52.44174894968849,0.3115137676482982,,,0.894899647702538
2022-02-23,2022,2,8,Wednesday,2022-02,10805.243891195289,7.7972337646379035,0.0,467.9826150738788,1747.8071898356443,25.481722472998296,134.16854459274606,2.236142409879101,4,77.11578705650291,35.38555013664222,84.8647180785294,104.12645695681682,45.886259464245825,3.565075530992792,67.9505952979893,0.0033852415666694585,0.2173631857218244,,,52.437516408055515,0.2680654653981831,,,0.8863159219638092
2022-02-24,2022,2,8,Thursday,2022-02,11664.721221341255,8.340384627616698,0.0,562.0857372977514,1500.6410484405965,35.4234495875516,174.297722489652,2.9049620414942,5,52.4233122467973,65.8204716995242,83.28326773282586,67.7693506549803,125.55572869882019,4.509048366417743,71.18673355715767,0.046144674151271894,0.22231883429371788,355.135340928789,,53.46940627388418,0.31864904977353525,,77.87399907404296,0.8250907142953391
2022-02-25,2022,2,8,Friday,2022-02,11485.63835624712,7.035120571393982,0.0,440.46421552796426,1613.5924567218349,,106.4515950554375,1.7741932509239582,2,74.84320214293597,37.08285496993616,90.54868109952315,93.94803081797086,49.54739229237562,2.9061994413113266,61.612980078114106,0.31409394206938007,0.2316813576366768,,,50.48369212842057,0.0,,73.35562860913475,0.8216226688999198
2022-02-26,2022,2,8,Saturday,2022-02,7964.518060159551,5.7326527004381385,0.0,466.592999623747,1608.4466786389949,34.61630180118872,206.185771173532,3.4364295195588666,7,65.29598415838522,50.13405388101719,63.746207275696534,82.64117195396437,76.77968948198944,4.095617597590371,54.92797818425479,0.0053133359771276025,0.19149981567800686,385.2167193957286,,45.760657093879836,0.2073752225092893,,79.74951752747697,0.8300158713050967
2022-02-27,2022,2,8,Sunday,2022-02,9043.916501029187,5.912043407415852,0.0,443.907480122537,1493.074550624492,28.77431894418428,77.76502047506733,1.2960836745844555,3,61.068647598907916,51.02147089285243,89.33454946214691,85.63319087811911,83.54773340971258,4.035428798956241,64.66714003703684,0.08608282025904346,0.28389816447996674,,0.9287181046706092,55.56382843117305,0.0,,,0.7747928122988116
2022-02-28,2022,2,9,Monday,2022-02,10343.763674076084,9.917026099397237,0.0,606.4851999635302,1695.6295002091347,45.469299417212916,56.717732702044806,0.9452955450340801,5,,36.13238975531147,68.23639769725068,93.04904981048394,54.481781234793125,3.9271586695868916,74.82492235024743,0.0063244550941483,0.24738514312144969,,,45.683649776187124,0.36478645931372455,,88.24188026646897,0.920845880069066
2022-03-01,2022,3,9,Tuesday,2022-03,11650.724437299774,10.330396639182455,0.0,510.7909846180641,1832.4673305852818,29.551874949598,115.96618156823213,1.932769692803869,6,70.8506196738638,54.23561871663131,73.55171708373493,114.8063674061494,76.54925103871516,4.145873925366316,74.00744264507244,0.05542010546784624,0.23458107653831767,,,56.9278422771528,0.10812566043338015,,73.30418482619962,0.9373033260813383
2022-03-02,2022,3,9,Wednesday,2022-03,8759.179440861026,6.319193207511097,0.0,378.3162313274677,1598.2993925516168,9.185708685229665,115.04444547892257,1.9174074246487094,8,75.91753553739079,,113.80662861205053,81.75452787741372,62.75762355935351,3.6402874829793093,61.57257252195539,0.05152305299141176,0.19448229195291614,,,48.13470509104664,0.19852345534475885,,78.62426615549064,0.7906462495516338
2022-03-03,2022,3,9,Thursday,2022-03,9363.594756131559,9.743311610249556,0.0,457.3446556488208,1650.5021088273768,35.499052477329634,166.19812388011337,2.769968731335223,5,67.48843185630113,26.392877953145224,69.54333336814796,92.1403087087216,39.1072621295186,3.2085352522003663,54.73531650898846,0.1165065176164874,0.19198135111662676,,,36.05124287831315,0.16724460482449294,,,0.8431387057904791
2022-03-04,2022,3,9,Friday,2022-03,7539.113462276429,7.013056256812738,0.0,327.399015307436,1608.4518475815328,,73.50223055616092,1.2250371759360155,3,,53.845488604107466,43.11077216261957,79.70176809118671,93.06579056285999,4.047286645610284,61.55056223720342,0.006048847307660476,0.34679570253612063,,,53.887219048208635,0.42498738093462113,,76.74861362493024,0.7743403451555875
2022-03-05,2022,3,9,Saturday,2022-03,7375.721771725386,5.575746033871686,0.2911143392539817,458.82662587712707,1528.6415330092825,22.13866360761244,202.08565420889389,3.368094236814898,3,65.4277807161537,39.55637530025694,94.77070299057614,99.89326599332153,60.45807280528884,4.066421105856447,61.2521787941447,0.018949275345590873,0.21863712685692152,,0.6514260534277494,54.37983432678614,0.2591868141597612,,87.75750292322034,0.7949872635545638
2022-03-06,2022,3,9,Sunday,2022-03,11409.014337707493,6.627805755292421,0.5265649275567494,439.01627781840875,1417.9239722197983,25.985635654256445,238.01501775049522,3.9669169625082534,5,79.51681164672364,51.21234724076446,94.95886020450668,108.06499282850757,64.40442741629289,4.052656950746644,68.57157426643822,0.0047583963156493415,0.2805264197104663,,,47.98038448129031,0.32890695099583694,,71.40730042642878,0.7427761000152828
2022-03-07,2022,3,10,Monday,2022-03,12511.741796446131,12.300336009747648,0.0,576.7751329525419,1529.4226516904635,43.51311723527067,117.65135838189948,1.9608559730316582,7,75.76361646492292,27.66419339973096,92.49878964785117,106.66723854607237,36.51382377257419,3.522251041159618,64.15998797676703,0.026160375344260956,0.25813172349500885,,,45.754957313828,0.15729422470711202,,83.23874702488641,0.8424791138572022
2022-03-08,2022,3,10,Tuesday,2022-03,9670.007382444604,6.346433439192088,0.0,386.2096304805283,1460.8041619048267,18.5057102676255,194.98262521105912,3.2497104201843188,5,72.25202563321405,40.309217497097535,87.53451973296104,100.70288749336487,55.78974034821732,3.1419027431933366,58.97388630610286,0.12129030450595851,0.11124057694459488,,0.7948036821990127,44.91178731654366,0.2257567252888363,,98.64389876650512,0.738805516954142
2022-03-09,2022,3,10,Wednesday,2022-03,11835.321772154715,7.822858670766881,0.0,539.0447629378093,1770.4102078059118,40.2973521334778,56.610175762484396,0.9435029293747399,5,71.34713999659553,47.94667551158689,94.82218908187643,87.02722874376013,67.20195864035301,3.595681127055806,73.83410453808534,0.07605376122882862,0.33962254115692964,,0.7053688754275131,38.35264657214768,0.13127742151240612,,74.03292451527066,0.9237819882974884
